timestamps,TP9,AF7,AF8,TP10
1641303834.609,-30.273,-24.902,5.371,-162.598
1641303834.613,-172.363,-38.574,-1.465,-83.008
1641303834.617,-229.980,-35.156,-3.418,-54.688
1641303834.620,-137.695,-21.484,-3.418,-96.191
1641303834.624,-6.348,-20.996,-8.301,-154.297
1641303834.628,10.742,-22.461,-15.625,-130.859
1641303834.632,-102.539,-27.832,-13.184,-50.781
1641303834.636,-183.105,-19.531,-1.953,-21.973
1641303834.653,-126.465,-17.578,-6.348,-62.500
1641303834.657,24.414,-33.691,-13.672,-106.934
1641303834.661,77.637,-22.461,-10.254,-101.074
1641303834.665,-65.430,-13.184,-3.906,-63.965
1641303834.669,-176.758,-27.832,-6.348,-16.602
1641303834.673,-103.516,-40.039,-11.230,-8.789
1641303834.677,31.250,-33.203,-15.625,-80.078
1641303834.680,70.801,-29.785,-10.254,-110.840
1641303834.684,-35.645,-44.922,-4.395,-29.297
1641303834.688,-154.785,-46.875,-11.719,38.086
1641303834.692,-125.000,-31.738,-18.555,-4.395
1641303834.696,14.648,-26.855,-13.184,-77.637
1641303834.699,71.777,-38.574,-16.113,-98.633
1641303834.703,-20.020,-45.410,-15.625,-44.922
1641303834.707,-142.578,-35.645,-16.602,2.441
1641303834.711,-132.324,-34.668,-21.973,-5.371
1641303834.715,21.973,-36.133,-25.391,-52.734
1641303834.719,104.492,-40.039,-34.180,-95.703
1641303834.723,3.418,-36.133,-28.809,-60.059
1641303834.726,-131.348,-32.715,-20.996,2.441
1641303834.730,-125.488,-33.691,-25.879,24.902
1641303834.734,-14.160,-38.574,-35.156,-19.531
1641303834.738,72.266,-37.598,-35.645,-94.238
1641303834.742,16.113,-41.016,-40.527,-64.941
1641303834.744,-119.141,-43.457,-42.480,15.137
1641303834.748,-145.508,-39.062,-32.227,16.113
1641303834.752,-23.438,-32.715,-33.691,-40.039
1641303834.756,93.262,-34.668,-38.574,-89.844
1641303834.760,46.875,-39.062,-42.480,-63.477
1641303834.764,-93.262,-32.715,-42.480,10.254
1641303834.768,-137.695,-30.273,-40.527,35.156
1641303834.771,-32.227,-39.551,-46.875,-2.441
1641303834.775,88.867,-50.293,-47.363,-62.012
1641303834.779,74.707,-41.992,-30.762,-60.547
1641303834.783,-66.895,-34.180,-25.879,0.977
1641303834.787,-145.508,-36.133,-33.691,27.832
1641303834.787,-54.688,-38.574,-33.203,-17.090
1641303834.791,80.078,-41.016,-39.062,-85.938
1641303834.795,82.031,-39.062,-40.039,-82.031
1641303834.799,-58.594,-40.527,-41.992,-13.672
1641303834.803,-144.531,-37.598,-40.527,22.461
1641303834.807,-70.801,-41.992,-34.180,-3.906
1641303834.811,68.359,-44.922,-34.668,-62.988
1641303834.814,91.309,-39.062,-34.668,-69.824
1641303834.818,-46.875,-37.598,-37.109,-10.742
1641303834.822,-153.320,-35.156,-36.621,15.625
1641303834.826,-82.031,-39.062,-30.762,5.371
1641303834.830,79.102,-48.340,-29.297,-37.109
1641303834.834,130.371,-40.039,-30.762,-60.547
1641303834.838,12.695,-26.855,-27.344,-13.184
1641303834.842,-115.234,-28.320,-21.973,35.156
1641303834.846,-89.844,-36.621,-12.207,16.602
1641303834.850,47.852,-37.109,-11.719,-54.688
1641303834.854,106.934,-33.691,-29.785,-93.750
1641303834.858,0.000,-39.551,-39.062,-39.551
1641303834.861,-133.789,-43.457,-34.668,31.250
1641303834.865,-128.906,-41.504,-27.832,7.812
1641303834.869,4.883,-44.922,-38.086,-70.801
1641303834.873,89.355,-48.340,-43.457,-101.074
1641303834.877,12.207,-42.969,-27.344,-41.992
1641303834.878,-111.816,-31.738,-20.508,17.578
1641303834.882,-126.465,-31.738,-26.855,0.977
1641303834.886,-3.418,-31.738,-32.227,-55.664
1641303834.890,96.191,-27.344,-27.344,-90.820
1641303834.894,32.227,-26.367,-20.020,-44.922
1641303834.898,-113.770,-32.227,-23.438,27.832
1641303834.902,-148.926,-49.316,-25.391,34.668
1641303834.905,-36.621,-58.105,-24.902,-20.020
1641303834.909,75.195,-41.016,-21.973,-95.703
1641303834.913,36.621,-32.227,-23.926,-75.195
1641303834.917,-104.004,-42.480,-28.809,-4.395
1641303834.921,-155.762,-39.551,-25.391,12.207
1641303834.925,-51.270,-34.668,-23.438,-25.391
1641303834.929,79.102,-35.645,-20.020,-72.754
1641303834.933,54.199,-40.039,-23.926,-52.734
1641303834.937,-90.332,-41.504,-16.602,11.719
1641303834.941,-152.832,-39.551,-15.625,25.879
1641303834.945,-53.223,-37.598,-31.738,-15.625
1641303834.949,83.496,-39.551,-29.785,-61.523
1641303834.952,97.168,-26.855,-13.672,-62.500
1641303834.956,-33.691,-22.949,-15.137,1.953
1641303834.960,-112.305,-39.062,-36.133,44.434
1641303834.964,-20.996,-40.527,-33.691,13.184
1641303834.968,115.234,-24.902,-19.531,-53.223
1641303834.967,130.371,-13.672,-15.137,-57.617
1641303834.971,-6.836,-17.090,-18.066,17.578
1641303834.975,-109.863,-23.438,-21.973,63.477
1641303834.979,-35.156,-24.414,-34.180,43.945
1641303834.983,120.605,-33.691,-40.039,-3.418
1641303834.987,161.621,-44.434,-39.062,-2.441
1641303834.991,45.410,-52.734,-35.645,83.008
1641303834.994,-49.805,-67.383,-20.996,127.441
1641303834.998,1.465,-56.641,-20.020,99.609
1641303835.002,151.367,-38.086,-44.922,56.152
1641303835.006,220.215,-44.922,-56.641,44.434
1641303835.010,119.141,-48.340,-40.039,99.609
1641303835.029,-3.418,-43.945,-35.156,153.320
1641303835.033,13.672,-48.340,-45.410,149.902
1641303835.037,166.016,-47.363,-52.246,101.562
1641303835.041,259.277,-51.758,-49.805,82.520
1641303835.045,167.969,-71.777,-55.664,152.344
1641303835.049,37.598,-77.148,-72.754,214.844
1641303835.053,41.992,-74.707,-80.078,208.984
1641303835.056,178.711,-71.777,-80.078,152.832
1641303835.060,272.949,-74.707,-74.707,112.305
1641303835.064,206.543,-96.680,-70.312,164.062
1641303835.068,73.730,-77.637,-58.594,222.168
1641303835.072,54.199,-56.152,-50.781,225.098
1641303835.072,190.430,-66.895,-55.176,184.082
1641303835.076,299.316,-67.383,-60.547,121.582
1641303835.080,248.535,-60.059,-62.500,149.414
1641303835.084,111.328,-59.082,-55.664,224.609
1641303835.088,65.918,-64.453,-48.828,227.539
1641303835.092,183.105,-69.824,-53.711,171.875
1641303835.096,295.410,-71.777,-46.875,125.000
1641303835.099,248.047,-77.637,-40.039,141.602
1641303835.103,99.121,-80.566,-49.805,199.219
1641303835.107,28.809,-86.426,-57.617,223.633
1641303835.111,133.789,-83.984,-50.781,167.480
1641303835.115,268.066,-81.055,-44.922,100.098
1641303835.119,248.047,-85.938,-53.223,104.980
1641303835.123,102.051,-79.590,-49.316,160.156
1641303835.127,17.578,-68.848,-38.574,181.641
1641303835.131,100.586,-69.336,-37.109,138.672
1641303835.135,236.328,-75.195,-37.598,75.684
1641303835.139,233.887,-76.172,-34.180,72.754
1641303835.143,94.238,-68.359,-25.879,133.301
1641303835.146,-3.418,-64.453,-29.785,166.504
1641303835.150,44.922,-75.195,-38.574,143.555
1641303835.154,178.223,-72.754,-34.180,64.941
1641303835.158,209.473,-62.988,-24.414,38.086
1641303835.162,87.402,-67.383,-20.996,100.586
1641303835.162,-20.996,-58.105,-19.043,144.043
1641303835.166,19.043,-45.898,-15.625,109.375
1641303835.170,153.320,-49.316,-21.973,28.809
1641303835.174,206.055,-48.828,-32.227,-1.953
1641303835.178,94.238,-44.922,-34.668,52.734
1641303835.182,-39.551,-51.270,-35.645,98.145
1641303835.186,-20.020,-51.270,-42.480,77.148
1641303835.189,116.211,-45.410,-37.598,27.344
1641303835.193,178.711,-50.781,-30.273,3.906
1641303835.197,84.473,-45.898,-30.273,38.086
1641303835.201,-45.898,-40.527,-28.320,88.867
1641303835.205,-51.270,-42.969,-32.227,87.402
1641303835.211,83.496,-45.898,-38.574,21.973
1641303835.215,163.574,-54.199,-40.039,-32.715
1641303835.219,78.613,-47.363,-39.062,4.395
1641303835.223,-56.152,-42.480,-35.645,77.148
1641303835.227,-73.242,-37.109,-29.297,72.754
1641303835.231,53.711,-33.691,-27.344,19.043
1641303835.235,154.785,-38.086,-28.320,-23.926
1641303835.238,95.215,-37.598,-30.762,16.602
1641303835.242,-50.293,-30.273,-25.391,70.312
1641303835.246,-94.727,-35.645,-26.367,52.734
1641303835.250,13.184,-41.504,-34.180,4.395
1641303835.254,127.441,-39.551,-40.039,-45.898
1641303835.253,96.680,-38.574,-29.785,-23.438
1641303835.257,-48.340,-30.762,-18.066,51.758
1641303835.261,-106.445,-27.344,-20.996,76.660
1641303835.265,0.488,-29.785,-20.996,33.691
1641303835.269,121.582,-31.250,-29.785,-34.180
1641303835.273,98.633,-34.180,-28.320,-32.715
1641303835.277,-47.852,-43.457,-22.461,38.574
1641303835.280,-127.441,-56.152,-31.250,75.195
1641303835.284,-29.297,-52.246,-27.832,29.785
1641303835.288,104.980,-37.598,-24.414,-50.781
1641303835.292,90.820,-42.480,-33.691,-56.152
1641303835.296,-39.551,-42.480,-37.109,13.184
1641303835.312,-123.047,-35.645,-25.391,46.387
1641303835.316,-62.012,-39.062,-25.879,13.184
1641303835.320,74.707,-43.945,-38.574,-45.898
1641303835.324,109.375,-38.574,-36.621,-63.965
1641303835.328,-16.602,-35.645,-32.227,-7.324
1641303835.332,-128.906,-41.016,-30.762,47.852
1641303835.336,-73.730,-42.969,-25.879,33.203
1641303835.339,69.336,-35.156,-26.367,-40.527
1641303835.343,116.699,-31.250,-24.902,-68.359
1641303835.347,1.465,-38.086,-23.438,8.301
1641303835.351,-124.023,-46.875,-27.344,59.082
1641303835.355,-92.285,-46.875,-27.832,17.578
1641303835.343,48.828,-48.340,-22.949,-44.922
1641303835.347,112.793,-48.828,-23.926,-62.988
1641303835.351,20.508,-53.223,-20.508,-15.625
1641303835.355,-101.562,-43.457,-10.254,38.574
1641303835.359,-80.566,-31.250,-9.277,48.828
1641303835.363,61.523,-33.203,-16.113,-3.906
1641303835.367,128.418,-35.156,-16.602,-53.711
1641303835.370,33.691,-29.297,-16.113,-20.020
1641303835.374,-99.121,-25.391,-15.625,44.922
1641303835.378,-109.375,-33.691,-24.902,56.641
1641303835.382,11.719,-41.016,-26.855,-0.488
1641303835.386,112.305,-35.645,-17.090,-59.570
1641303835.411,54.688,-40.039,-18.066,-20.020
1641303835.415,-98.145,-38.574,-14.648,38.574
1641303835.419,-132.812,-32.715,-13.672,22.949
1641303835.423,-1.953,-35.645,-19.531,-30.762
1641303835.427,98.145,-38.086,-24.414,-85.449
1641303835.431,34.180,-45.410,-28.320,-63.477
1641303835.435,-104.004,-47.852,-23.438,5.371
1641303835.438,-140.137,-47.363,-17.578,19.043
1641303835.442,-28.809,-46.875,-25.391,-24.902
1641303835.446,89.844,-53.223,-25.879,-65.430
1641303835.450,66.406,-46.875,-18.555,-53.711
1641303835.454,-74.219,-38.086,-20.508,14.648
1641303835.447,-137.695,-39.551,-26.855,43.945
1641303835.451,-44.434,-41.992,-22.949,0.977
1641303835.455,90.332,-34.668,-11.719,-54.199
1641303835.459,92.285,-36.621,-22.461,-55.176
1641303835.463,-51.270,-47.852,-33.203,7.324
1641303835.467,-145.996,-50.293,-26.367,36.133
1641303835.471,-66.895,-38.574,-21.973,-4.395
1641303835.474,70.312,-32.715,-25.391,-61.035
1641303835.478,84.961,-37.598,-35.156,-56.152
1641303835.482,-47.852,-40.039,-30.762,19.531
1641303835.486,-136.230,-27.832,-19.043,45.410
1641303835.490,-65.430,-30.273,-17.578,15.625
1641303835.494,64.941,-48.828,-19.043,-42.969
1641303835.498,97.168,-45.898,-17.578,-63.477
1641303835.502,-18.555,-36.621,-16.602,0.488
1641303835.506,-128.906,-35.156,-18.066,42.969
1641303835.510,-87.402,-35.156,-20.020,23.438
1641303835.514,52.246,-42.480,-23.438,-41.504
1641303835.518,102.051,-41.504,-28.809,-79.102
1641303835.521,0.977,-36.133,-26.367,-21.973
1641303835.525,-115.234,-45.898,-27.344,40.039
1641303835.529,-98.145,-47.363,-22.949,24.902
1641303835.533,34.668,-38.086,-23.926,-36.621
1641303835.537,106.445,-36.133,-34.668,-75.195
1641303835.537,19.531,-47.363,-29.297,-30.273
1641303835.541,-108.887,-41.016,-24.414,41.016
1641303835.545,-102.051,-30.273,-23.438,36.133
1641303835.549,28.809,-40.527,-23.926,-22.461
1641303835.553,110.352,-40.527,-36.621,-67.871
1641303835.557,40.527,-41.992,-40.039,-27.344
1641303835.561,-101.562,-45.410,-33.203,24.414
1641303835.564,-136.719,-37.109,-36.621,20.508
1641303835.568,-14.648,-46.875,-33.691,-1.953
1641303835.572,96.680,-44.434,-22.949,-50.781
1641303835.576,43.945,-38.086,-22.949,-41.016
1641303835.580,-104.980,-41.992,-21.973,20.020
1641303835.584,-140.137,-40.527,-17.090,30.273
1641303835.588,-25.879,-45.898,-14.160,-7.812
1641303835.592,83.008,-51.758,-19.531,-65.918
1641303835.596,55.176,-47.852,-23.926,-48.828
1641303835.600,-73.730,-41.016,-16.113,27.344
1641303835.604,-131.348,-41.504,-12.207,46.387
1641303835.608,-29.785,-36.621,-22.461,2.930
1641303835.611,98.633,-32.715,-37.109,-55.664
1641303835.615,100.586,-26.367,-26.367,-57.129
1641303835.619,-35.645,-26.367,-16.602,6.348
1641303835.623,-116.699,-31.250,-18.555,36.133
1641303835.627,-40.527,-37.598,-23.438,-1.953
1641303835.628,84.473,-40.039,-29.297,-75.684
1641303835.632,98.633,-32.227,-29.297,-78.613
1641303835.636,-31.250,-35.645,-24.414,-9.766
1641303835.640,-129.395,-33.203,-20.996,23.438
1641303835.644,-65.430,-29.785,-20.508,-1.465
1641303835.648,68.848,-40.039,-28.809,-63.477
1641303835.652,93.750,-44.922,-30.273,-77.637
1641303835.655,-38.086,-59.082,-21.484,-3.906
1641303835.659,-140.137,-47.852,-17.090,33.203
1641303835.663,-91.309,-33.203,-25.391,-1.953
1641303835.667,42.969,-38.086,-33.691,-56.152
1641303835.671,98.145,-37.598,-28.809,-74.707
1641303835.675,-5.371,-33.203,-26.367,-28.809
1641303835.679,-130.371,-29.785,-25.391,20.508
1641303835.683,-114.258,-34.180,-23.926,13.184
1641303835.687,28.809,-35.645,-18.555,-47.852
1641303835.691,102.539,-36.133,-18.555,-85.449
1641303835.695,3.418,-40.039,-14.648,-31.250
1641303835.699,-133.301,-46.875,-23.926,39.062
1641303835.702,-123.535,-43.457,-23.438,29.297
1641303835.706,7.812,-39.551,-11.719,-39.062
1641303835.710,92.285,-40.039,-21.484,-83.496
1641303835.714,21.973,-41.504,-29.297,-45.410
1641303835.718,-105.957,-40.039,-27.344,19.043
1641303835.733,-102.539,-32.227,-15.625,39.062
1641303835.737,26.367,-32.227,-20.508,-5.371
1641303835.741,116.699,-35.156,-31.738,-66.406
1641303835.745,61.035,-39.551,-28.320,-42.969
1641303835.749,-83.496,-43.457,-23.926,28.320
1641303835.753,-130.371,-40.527,-29.785,43.457
1641303835.757,-13.184,-41.504,-35.645,3.906
1641303835.760,111.816,-35.156,-30.273,-59.082
1641303835.764,83.496,-30.273,-20.020,-48.828
1641303835.768,-65.430,-34.668,-11.719,28.809
1641303835.772,-121.582,-32.227,-9.277,47.363
1641303835.776,-17.090,-19.531,-16.113,-0.977
1641303835.779,97.656,-19.531,-32.227,-67.871
1641303835.783,79.102,-33.203,-37.598,-62.988
1641303835.787,-48.340,-34.668,-30.273,18.066
1641303835.791,-120.117,-39.062,-27.344,43.945
1641303835.795,-38.574,-46.875,-37.109,-2.930
1641303835.799,95.703,-44.922,-41.016,-59.570
1641303835.803,101.074,-39.062,-24.902,-59.082
1641303835.806,-22.461,-39.551,-11.230,5.859
1641303835.810,-125.488,-43.945,-13.184,35.156
1641303835.814,-67.871,-40.527,-20.020,19.531
1641303835.818,82.520,-30.762,-19.043,-44.922
1641303835.822,102.051,-30.762,-31.738,-75.195
1641303835.822,-23.926,-31.250,-35.645,-4.883
1641303835.826,-130.371,-29.297,-32.715,34.668
1641303835.830,-75.195,-31.250,-24.902,9.766
1641303835.834,75.684,-29.297,-21.484,-40.039
1641303835.838,110.352,-33.691,-32.715,-65.430
1641303835.842,-3.418,-34.668,-30.762,-11.719
1641303835.846,-127.930,-37.598,-21.973,38.086
1641303835.849,-108.887,-46.387,-21.484,17.090
1641303835.853,29.785,-54.199,-28.320,-47.852
1641303835.857,89.355,-59.082,-33.203,-67.871
1641303835.861,1.465,-40.527,-25.391,-15.625
1641303835.865,-115.234,-32.227,-21.484,36.133
1641303835.869,-105.469,-35.156,-20.996,37.109
1641303835.873,41.992,-36.133,-20.996,-24.902
1641303835.877,128.418,-36.621,-15.625,-75.684
1641303835.881,35.156,-36.621,-11.719,-33.203
1641303835.885,-101.562,-37.109,-9.766,43.457
1641303835.889,-114.258,-35.156,-2.930,46.875
1641303835.893,-0.977,-38.574,-12.207,-25.879
1641303835.896,97.656,-38.574,-28.320,-78.613
1641303835.900,33.691,-42.969,-31.250,-29.297
1641303835.904,-115.234,-41.016,-23.438,31.250
1641303835.908,-139.160,-35.645,-22.461,30.273
1641303835.912,-21.484,-36.133,-26.367,-15.137
1641303835.912,91.309,-37.598,-19.531,-75.684
1641303835.916,62.500,-32.715,-18.555,-58.594
1641303835.920,-60.059,-26.855,-20.996,20.508
1641303835.924,-108.398,-21.484,-15.625,31.250
1641303835.928,-18.066,-24.902,-26.367,-21.973
1641303835.932,103.516,-34.668,-43.945,-78.613
1641303835.936,87.891,-32.227,-36.133,-62.500
1641303835.939,-56.152,-39.062,-31.250,16.113
1641303835.943,-129.883,-51.758,-40.527,49.805
1641303835.947,-26.855,-42.480,-31.738,7.812
1641303835.951,117.188,-33.203,-19.043,-62.500
1641303835.955,117.188,-37.109,-15.137,-64.453
1641303835.961,-16.113,-34.180,-22.949,9.277
1641303835.965,-117.188,-33.203,-27.832,41.016
1641303835.969,-56.152,-35.156,-21.484,-3.906
1641303835.973,87.402,-46.387,-30.273,-57.129
1641303835.977,109.863,-45.898,-30.273,-64.453
1641303835.981,-26.855,-39.551,-18.066,1.953
1641303835.985,-131.836,-39.062,-11.230,40.527
1641303835.988,-75.684,-45.410,-11.230,13.672
1641303835.992,67.383,-40.527,-18.066,-47.363
1641303835.996,106.445,-36.621,-25.391,-69.824
1641303836.000,-7.812,-38.086,-18.555,-0.488
1641303836.004,-119.629,-30.762,-15.137,54.688
1641303836.003,-83.008,-34.180,-17.090,35.156
1641303836.007,66.895,-35.156,-17.578,-29.297
1641303836.011,119.141,-35.156,-19.043,-52.734
1641303836.015,8.789,-40.039,-20.996,-5.371
1641303836.019,-116.699,-45.410,-23.438,37.109
1641303836.023,-108.398,-46.387,-29.785,19.531
1641303836.027,29.785,-40.039,-37.598,-34.668
1641303836.030,104.980,-48.340,-43.457,-59.570
1641303836.034,20.996,-38.574,-28.809,-27.344
1641303836.038,-111.816,-28.320,-17.578,18.066
1641303836.042,-125.977,-31.738,-22.949,26.367
1641303836.046,9.766,-26.367,-19.043,-33.691
1641303836.049,109.375,-31.250,-20.508,-87.402
1641303836.053,37.109,-41.992,-24.414,-42.969
1641303836.057,-105.957,-44.434,-26.367,21.484
1641303836.061,-127.930,-40.527,-23.926,16.602
1641303836.065,-6.836,-30.762,-18.555,-33.691
1641303836.069,100.098,-30.762,-31.738,-80.566
1641303836.073,44.922,-37.598,-28.320,-43.945
1641303836.076,-89.355,-27.344,-9.766,30.273
1641303836.080,-125.000,-24.414,-11.719,36.133
1641303836.084,-22.949,-36.133,-24.414,-18.555
1641303836.088,97.168,-34.668,-29.785,-77.148
1641303836.092,71.289,-36.621,-25.391,-59.082
1641303836.092,-71.289,-40.039,-20.996,20.996
1641303836.096,-135.254,-45.410,-22.461,39.062
1641303836.100,-42.969,-47.363,-27.344,-8.789
1641303836.104,88.867,-43.457,-27.832,-68.359
1641303836.108,77.637,-36.133,-24.902,-69.824
1641303836.112,-74.707,-41.016,-27.832,0.977
1641303836.116,-161.133,-50.293,-29.297,40.039
1641303836.119,-80.078,-38.574,-22.949,-0.977
1641303836.123,59.570,-28.320,-17.578,-69.336
1641303836.127,80.078,-33.203,-14.648,-56.641
1641303836.131,-52.246,-43.945,-16.602,14.648
1641303836.135,-150.879,-41.992,-20.996,31.738
1641303836.154,-83.008,-37.109,-21.484,7.812
1641303836.158,58.594,-35.156,-23.926,-44.922
1641303836.162,97.168,-33.691,-19.531,-60.547
1641303836.166,-17.090,-32.227,-5.371,4.883
1641303836.170,-129.883,-32.715,-10.742,56.152
1641303836.174,-94.238,-34.180,-22.461,36.621
1641303836.178,48.828,-30.762,-20.508,-30.762
1641303836.181,100.586,-36.621,-24.902,-61.523
1641303836.185,-9.277,-37.109,-26.855,-2.930
1641303836.189,-128.906,-27.832,-19.043,52.734
1641303836.193,-97.656,-16.602,-9.766,23.438
1641303836.197,45.410,-26.855,-15.137,-53.223
1641303836.198,105.957,-41.504,-27.344,-85.938
1641303836.202,17.578,-31.250,-13.184,-27.832
1641303836.206,-114.746,-32.715,-7.812,35.156
1641303836.210,-123.535,-40.039,-22.461,23.438
1641303836.214,7.324,-39.062,-25.391,-34.668
1641303836.218,90.820,-43.945,-25.391,-80.566
1641303836.222,8.301,-52.734,-24.414,-45.410
1641303836.225,-129.883,-48.828,-20.020,17.090
1641303836.229,-145.020,-40.527,-12.695,28.320
1641303836.233,-11.230,-46.387,-19.043,-15.625
1641303836.237,85.938,-39.551,-28.320,-77.148
1641303836.241,11.230,-42.480,-32.715,-56.152
1641303836.244,-126.953,-52.246,-28.809,7.812
1641303836.248,-152.832,-38.086,-12.695,25.391
1641303836.252,-42.480,-30.762,-15.625,-14.648
1641303836.256,79.590,-30.273,-22.461,-70.312
1641303836.260,46.387,-35.645,-18.555,-59.082
1641303836.264,-105.469,-41.504,-13.184,0.000
1641303836.268,-170.410,-41.016,-11.719,25.879
1641303836.271,-69.336,-43.945,-13.672,-9.766
1641303836.275,72.754,-62.012,-26.367,-56.152
1641303836.279,60.547,-55.664,-29.785,-54.688
1641303836.283,-86.914,-41.016,-22.949,1.465
1641303836.287,-153.809,-42.969,-14.648,36.133
1641303836.288,-64.453,-42.969,-7.324,0.488
1641303836.292,80.566,-34.180,-4.883,-53.711
1641303836.296,93.750,-39.062,-11.230,-61.523
1641303836.300,-48.828,-45.410,-19.043,-10.742
1641303836.304,-139.160,-45.410,-18.555,27.344
1641303836.308,-76.172,-45.410,-23.926,-4.395
1641303836.312,56.152,-42.969,-29.297,-74.219
1641303836.315,88.379,-46.875,-23.926,-81.055
1641303836.319,-36.621,-51.758,-23.438,-7.812
1641303836.323,-147.461,-35.156,-21.484,19.043
1641303836.327,-99.609,-21.484,-15.137,-20.996
1641303836.331,42.969,-24.414,-21.973,-82.031
1641303836.336,87.402,-31.250,-32.715,-112.305
1641303836.340,-30.762,-29.785,-25.391,-54.199
1641303836.344,-146.484,-26.367,-12.207,0.977
1641303836.348,-125.000,-28.320,-12.207,-16.602
1641303836.352,6.836,-17.090,-15.137,-77.148
1641303836.356,76.172,-19.043,-22.949,-113.281
1641303836.360,-24.902,-32.715,-31.250,-70.312
1641303836.363,-159.180,-35.645,-27.344,-4.883
1641303836.367,-149.414,-22.949,-19.043,-11.719
1641303836.371,-9.277,-9.277,-9.766,-79.102
1641303836.375,77.637,-7.324,-7.324,-119.629
1641303836.379,-5.371,-14.160,-6.348,-82.520
1641303836.380,-157.227,-28.320,-12.695,-40.039
1641303836.384,-182.617,-21.973,-10.254,-49.316
1641303836.388,-62.500,-13.184,-4.883,-105.957
1641303836.392,42.969,-3.418,0.488,-158.691
1641303836.396,-24.414,-5.371,3.418,-139.160
1641303836.400,-183.105,-16.602,-16.602,-77.637
1641303836.404,-235.840,-4.395,-15.625,-71.289
1641303836.407,-143.066,-14.160,-1.465,-133.301
1641303836.411,-31.738,-7.812,-3.418,-212.891
1641303836.415,-66.406,13.672,-1.953,-206.055
1641303836.419,-232.422,29.785,3.418,-151.367
1641303836.423,-312.012,37.598,17.578,-158.691
1641303836.425,-225.586,23.438,17.578,-222.168
1641303836.429,-95.215,14.648,1.465,-269.531
1641303836.433,-118.164,8.789,2.441,-250.977
1641303836.437,-277.832,10.254,15.137,-202.637
1641303836.441,-349.609,18.066,17.578,-185.059
1641303836.445,-264.160,7.812,12.695,-202.637
1641303836.449,-130.371,-5.371,10.254,-240.234
1641303836.452,-114.258,1.465,15.625,-251.465
1641303836.456,-250.488,6.836,11.230,-195.801
1641303836.460,-335.938,2.441,4.395,-142.578
1641303836.464,-249.512,-3.906,4.883,-155.762
1641303836.468,-100.098,-2.441,4.395,-209.961
1641303836.468,-75.195,2.441,7.324,-229.004
1641303836.472,-195.801,-10.742,5.859,-162.598
1641303836.476,-289.062,-23.926,9.277,-101.562
1641303836.480,-220.215,-19.531,8.789,-114.746
1641303836.484,-57.129,-4.883,0.000,-166.504
1641303836.488,-18.555,-12.207,-6.836,-172.852
1641303836.492,-125.488,-24.414,-13.184,-104.004
1641303836.495,-233.398,-19.043,-6.836,-59.082
1641303836.499,-197.266,-13.672,0.000,-67.871
1641303836.503,-43.945,-16.113,-9.277,-120.605
1641303836.507,25.391,-21.484,-17.090,-164.551
1641303836.511,-60.547,-25.391,-11.719,-109.863
1641303836.531,-187.012,-25.879,-14.160,-42.969
1641303836.535,-173.340,-23.926,-20.020,-42.480
1641303836.539,-37.109,-26.855,-19.043,-108.887
1641303836.543,51.270,-24.902,-16.602,-155.762
1641303836.547,-17.090,-18.555,-13.184,-102.051
1641303836.551,-169.434,-38.086,-18.555,-32.715
1641303836.555,-176.758,-43.457,-23.926,-23.926
1641303836.558,-30.273,-21.973,-13.672,-79.102
1641303836.562,58.105,-25.391,-15.625,-125.000
1641303836.566,-12.695,-49.805,-18.066,-81.055
1641303836.570,-150.391,-45.898,-4.883,-7.812
1641303836.574,-183.594,-36.133,-9.766,1.953
1641303836.572,-64.941,-46.387,-17.090,-45.898
1641303836.576,60.547,-48.340,-12.695,-99.121
1641303836.580,18.066,-45.898,-9.277,-90.332
1641303836.584,-145.020,-45.898,-19.531,-33.691
1641303836.588,-194.336,-42.480,-25.879,-10.742
1641303836.592,-76.660,-36.133,-23.438,-43.945
1641303836.596,45.410,-37.109,-24.902,-102.051
1641303836.599,28.320,-36.133,-24.902,-95.215
1641303836.603,-107.910,-32.715,-25.391,-27.344
1641303836.607,-178.711,-37.598,-20.508,4.883
1641303836.611,-77.637,-38.086,-10.742,-37.109
1641303836.615,63.477,-41.504,-24.902,-106.934
1641303836.619,66.895,-41.504,-38.574,-104.980
1641303836.623,-69.824,-36.133,-30.762,-34.180
1641303836.627,-166.504,-34.180,-30.762,0.488
1641303836.631,-82.031,-25.879,-31.250,-29.297
1641303836.635,77.148,-24.902,-32.227,-85.938
1641303836.639,77.148,-34.668,-37.109,-101.074
1641303836.643,-55.176,-36.133,-31.738,-38.574
1641303836.646,-145.996,-30.762,-30.762,13.672
1641303836.650,-92.773,-32.227,-30.762,7.812
1641303836.654,37.109,-30.762,-22.461,-68.359
1641303836.658,78.125,-31.738,-26.855,-105.957
1641303836.662,-25.391,-39.551,-34.668,-25.879
1641303836.663,-141.113,-40.039,-30.762,41.504
1641303836.667,-101.074,-31.738,-25.391,16.602
1641303836.671,37.598,-25.391,-32.227,-60.547
1641303836.675,93.750,-25.879,-33.691,-88.867
1641303836.679,0.488,-29.297,-25.391,-29.297
1641303836.683,-123.535,-38.574,-24.902,25.879
1641303836.687,-112.793,-42.969,-22.949,5.371
1641303836.690,29.785,-37.109,-23.438,-60.547
1641303836.694,110.840,-38.086,-34.180,-81.543
1641303836.698,36.621,-30.762,-35.645,-43.457
1641303836.702,-103.516,-33.203,-30.762,0.488
1641303836.706,-112.305,-47.852,-23.926,17.578
