timestamps,TP9,AF7,AF8,TP10
1641303836.711,22.461,-48.340,-22.461,-26.367
1641303836.715,113.770,-37.109,-31.250,-87.891
1641303836.719,55.664,-26.855,-38.574,-49.316
1641303836.723,-83.496,-35.645,-38.086,12.207
1641303836.727,-119.629,-37.598,-30.762,7.324
1641303836.731,2.441,-41.992,-30.273,-33.691
1641303836.735,101.562,-42.969,-38.086,-90.332
1641303836.738,48.340,-37.109,-39.062,-51.758
1641303836.742,-91.797,-36.621,-26.367,17.090
1641303836.746,-145.020,-42.480,-19.531,13.672
1641303836.750,-30.273,-39.551,-26.367,-22.949
1641303836.754,96.191,-37.598,-35.156,-72.266
1641303836.752,63.477,-43.457,-35.645,-57.129
1641303836.756,-81.055,-42.969,-27.344,7.812
1641303836.760,-150.879,-34.668,-27.832,20.508
1641303836.764,-62.988,-35.156,-38.086,-22.949
1641303836.768,70.801,-39.062,-41.992,-89.355
1641303836.772,71.777,-38.574,-41.504,-81.055
1641303836.776,-58.594,-36.133,-35.645,-6.348
1641303836.779,-147.461,-50.781,-34.668,30.273
1641303836.783,-64.453,-44.922,-38.574,-12.207
1641303836.787,81.543,-28.809,-45.410,-82.520
1641303836.791,90.332,-28.809,-48.828,-76.660
1641303836.795,-38.574,-30.273,-34.180,-12.695
1641303836.800,-133.301,-42.480,-24.414,14.160
1641303836.804,-80.566,-41.504,-34.668,-18.066
1641303836.808,51.758,-28.320,-46.875,-76.172
1641303836.812,90.332,-26.855,-41.504,-95.703
1641303836.816,-21.973,-40.527,-29.785,-31.738
1641303836.820,-131.836,-53.223,-27.832,32.227
1641303836.824,-90.820,-46.387,-29.297,31.250
1641303836.827,48.828,-43.457,-28.809,-48.828
1641303836.831,92.773,-37.109,-27.832,-94.727
1641303836.835,-16.602,-27.832,-29.297,-22.949
1641303836.839,-132.812,-32.715,-25.391,37.109
1641303836.843,-117.676,-31.250,-18.555,2.441
1641303836.843,16.602,-20.020,-25.391,-63.477
1641303836.847,93.750,-19.531,-36.621,-95.703
1641303836.851,2.441,-25.879,-40.527,-47.363
1641303836.855,-125.977,-32.227,-24.902,28.320
1641303836.859,-129.395,-31.738,-12.207,16.113
1641303836.863,-18.066,-32.227,-26.855,-59.570
1641303836.867,62.012,-40.039,-37.109,-107.910
1641303836.870,-9.277,-36.621,-33.691,-82.520
1641303836.874,-150.391,-37.598,-31.738,-19.043
1641303836.878,-177.246,-45.410,-17.578,-7.324
1641303836.882,-56.641,-46.387,-20.996,-74.707
1641303836.886,67.871,-38.574,-37.598,-135.254
1641303836.904,30.273,-34.180,-34.180,-84.961
1641303836.908,-121.094,-42.480,-16.602,-8.789
1641303836.912,-161.133,-52.246,3.418,-1.953
1641303836.916,-39.551,-47.852,-3.418,-43.457
1641303836.920,72.266,-28.809,-20.996,-100.586
1641303836.924,21.973,-37.109,-24.902,-80.566
1641303836.928,-105.957,-45.410,-17.578,3.418
1641303836.931,-142.090,-36.133,-1.953,31.738
1641303836.935,-37.598,-49.316,-14.160,-2.441
1641303836.939,88.379,-59.570,-27.832,-50.781
1641303836.943,70.801,-53.223,-21.484,-27.832
1641303836.947,-41.992,-67.383,-19.043,50.293
1641303836.950,-96.680,-65.430,-14.160,86.426
1641303836.954,-2.441,-52.734,-20.020,68.359
1641303836.958,152.832,-53.223,-27.832,19.043
1641303836.962,179.199,-48.828,-20.996,23.926
1641303836.966,57.129,-42.969,-24.414,105.957
1641303836.970,-22.461,-57.617,-34.180,165.039
1641303836.974,66.406,-61.035,-70.312,139.160
1641303836.977,199.219,-41.992,-71.289,60.547
1641303836.981,233.887,-38.574,-34.180,71.289
1641303836.985,143.555,-56.152,-32.227,173.340
1641303836.989,33.203,-51.270,-23.438,202.637
1641303836.993,76.660,-50.781,-20.508,179.199
1641303836.996,234.863,-52.734,-32.715,133.789
1641303837.000,294.434,-38.086,-42.969,107.910
1641303837.004,188.965,-47.363,-55.176,163.574
1641303837.008,72.266,-66.895,-46.875,214.355
1641303837.012,90.332,-65.918,-48.340,198.242
1641303837.016,235.352,-58.105,-62.500,135.254
1641303837.020,312.988,-61.523,-40.527,113.770
1641303837.023,216.309,-71.289,-27.832,168.945
1641303837.027,66.406,-69.824,-47.852,218.750
1641303837.031,61.035,-59.082,-48.828,201.660
1641303837.035,200.195,-58.594,-35.645,144.043
1641303837.039,279.785,-60.547,-39.062,102.539
1641303837.038,192.383,-59.570,-46.875,137.207
1641303837.042,51.758,-59.570,-34.668,195.801
1641303837.046,34.668,-58.105,-32.715,194.824
1641303837.050,156.250,-61.035,-33.203,136.230
1641303837.054,241.211,-69.336,-37.598,83.496
1641303837.058,174.316,-76.660,-48.828,106.445
1641303837.062,43.945,-67.871,-42.969,160.645
1641303837.065,1.465,-67.871,-35.645,167.969
1641303837.069,104.492,-81.055,-40.527,128.418
1641303837.073,217.773,-66.895,-38.086,58.105
1641303837.077,182.617,-52.246,-25.391,58.594
1641303837.081,44.922,-51.758,-29.297,141.113
1641303837.084,-24.414,-53.223,-30.762,155.762
1641303837.088,75.195,-50.293,-21.973,96.191
1641303837.092,205.566,-55.176,-24.414,42.480
1641303837.096,186.523,-58.105,-25.879,52.246
1641303837.100,40.039,-51.270,-19.531,109.863
1641303837.104,-41.016,-49.805,-21.484,139.160
1641303837.108,44.922,-54.688,-20.020,108.398
1641303837.111,160.645,-73.242,-21.484,47.852
1641303837.115,155.273,-70.801,-21.484,30.762
1641303837.119,30.273,-47.852,-19.531,83.496
1641303837.123,-65.430,-46.875,-18.066,118.652
1641303837.127,0.488,-47.363,-13.672,87.891
1641303837.127,138.672,-44.434,-12.207,16.113
1641303837.131,167.969,-39.551,-12.695,-6.836
1641303837.135,47.363,-30.273,-5.371,68.848
1641303837.139,-72.754,-34.180,-5.371,98.145
1641303837.143,-29.785,-41.016,-10.254,51.270
1641303837.147,108.887,-44.434,-14.160,-8.301
1641303837.151,143.066,-49.805,-20.996,-23.926
1641303837.154,28.320,-55.664,-18.066,51.270
1641303837.158,-85.449,-44.922,-8.789,89.355
1641303837.162,-54.688,-40.039,-11.719,65.430
1641303837.166,81.055,-52.246,-11.719,11.230
1641303837.170,142.578,-58.594,-10.742,-31.250
1641303837.187,49.316,-44.434,-11.719,12.207
1641303837.191,-83.984,-36.133,-11.230,70.801
1641303837.195,-84.961,-46.387,-21.973,64.453
1641303837.199,55.176,-40.527,-20.508,-3.906
1641303837.203,135.742,-40.039,-19.531,-52.734
1641303837.207,53.711,-47.852,-33.691,4.883
1641303837.211,-86.426,-51.270,-30.273,71.777
1641303837.214,-104.980,-43.945,-20.996,55.176
1641303837.218,34.180,-34.180,-18.066,-1.465
1641303837.222,135.742,-40.039,-16.602,-42.480
1641303837.226,66.895,-53.223,-22.949,-12.695
1641303837.230,-73.242,-44.434,-21.973,45.898
1641303837.218,-104.004,-33.691,-16.113,54.688
1641303837.222,13.184,-36.621,-19.043,7.324
1641303837.226,119.141,-37.598,-31.250,-52.734
1641303837.230,76.172,-35.156,-24.902,-25.391
1641303837.234,-71.289,-40.527,-26.367,41.504
1641303837.238,-122.559,-51.270,-33.691,54.688
1641303837.242,-17.090,-55.664,-35.156,11.719
1641303837.245,111.816,-43.457,-34.180,-60.547
1641303837.249,98.633,-38.574,-26.367,-50.293
1641303837.253,-40.039,-47.852,-33.203,39.551
1641303837.257,-96.680,-42.969,-41.504,82.520
1641303837.261,-32.227,-30.762,-33.691,9.766
1641303837.278,71.777,-34.668,-25.391,-76.172
1641303837.282,86.426,-41.992,-23.438,-54.199
1641303837.286,-50.781,-35.645,-23.438,0.000
1641303837.290,-151.855,-37.109,-22.461,24.902
1641303837.294,-78.125,-41.016,-25.879,4.883
1641303837.298,61.523,-44.922,-33.203,-60.059
1641303837.302,82.031,-55.176,-30.762,-69.824
1641303837.305,-45.410,-51.270,-21.973,-17.090
1641303837.309,-145.508,-43.945,-22.461,27.344
1641303837.313,-78.613,-44.922,-20.996,18.066
1641303837.317,68.848,-36.621,-14.160,-46.387
1641303837.321,114.746,-34.668,-13.184,-68.359
1641303837.322,-4.395,-37.598,-24.414,-2.930
1641303837.326,-124.512,-27.832,-18.555,58.594
1641303837.330,-89.844,-28.809,-9.766,28.809
1641303837.334,47.363,-36.133,-21.973,-45.410
1641303837.338,95.703,-34.668,-29.785,-68.359
1641303837.342,-5.371,-36.621,-31.738,-20.020
1641303837.346,-120.117,-35.645,-30.273,36.133
1641303837.349,-103.516,-33.691,-28.809,29.297
1641303837.353,34.668,-36.133,-22.949,-29.297
1641303837.357,107.910,-43.945,-20.020,-53.223
1641303837.361,24.414,-38.086,-15.625,-15.625
1641303837.365,-103.516,-31.738,-11.719,29.785
1641303837.370,-112.305,-37.598,-17.578,32.227
1641303837.374,19.531,-41.016,-22.461,-27.832
1641303837.378,112.305,-38.086,-25.391,-77.637
1641303837.382,40.527,-39.062,-26.367,-34.668
1641303837.386,-109.863,-34.180,-22.949,29.297
1641303837.390,-134.766,-24.902,-15.137,37.598
1641303837.394,-3.418,-21.973,-14.648,-13.184
1641303837.397,98.633,-29.785,-25.391,-74.219
1641303837.401,43.945,-41.016,-27.832,-34.180
1641303837.405,-90.820,-29.297,-11.230,41.504
1641303837.409,-130.371,-26.367,-1.465,45.410
1641303837.413,-21.973,-44.434,-9.766,-1.465
1641303837.413,104.004,-47.852,-23.438,-53.711
1641303837.417,77.148,-37.598,-20.020,-40.527
1641303837.421,-68.359,-38.086,-15.137,23.926
1641303837.425,-129.395,-41.504,-19.043,39.551
1641303837.429,-32.715,-36.133,-22.461,-3.906
1641303837.433,93.262,-26.855,-30.273,-59.570
1641303837.437,94.727,-28.320,-33.691,-50.781
1641303837.440,-30.273,-32.715,-26.367,24.414
1641303837.444,-111.328,-41.504,-26.855,66.406
1641303837.448,-35.156,-37.109,-23.926,15.625
1641303837.452,101.562,-32.715,-24.414,-51.758
1641303837.456,108.398,-34.668,-28.320,-50.293
1641303837.460,-31.250,-36.621,-20.020,8.301
1641303837.464,-131.348,-40.039,-17.578,35.156
1641303837.468,-62.500,-37.598,-22.461,4.395
1641303837.472,76.172,-41.992,-25.879,-51.270
1641303837.476,110.840,-36.133,-16.602,-64.453
1641303837.480,-7.324,-29.785,-13.672,7.812
1641303837.484,-126.953,-38.086,-22.949,52.246
1641303837.487,-83.496,-43.457,-21.484,21.484
1641303837.491,62.988,-35.156,-20.996,-41.504
1641303837.495,104.980,-35.156,-25.391,-66.406
1641303837.499,-9.766,-42.969,-27.344,-27.344
1641303837.503,-129.883,-31.250,-24.414,22.949
1641303837.502,-104.492,-30.762,-21.484,16.113
1641303837.506,45.410,-39.062,-24.414,-56.641
1641303837.510,108.887,-38.574,-34.180,-87.402
1641303837.514,10.254,-37.109,-41.016,-37.109
1641303837.518,-118.164,-37.109,-38.574,16.602
1641303837.522,-106.445,-44.434,-32.715,19.043
1641303837.526,19.043,-48.340,-30.273,-26.367
1641303837.529,91.797,-52.734,-39.062,-58.594
1641303837.533,28.320,-34.668,-26.367,-35.156
1641303837.537,-104.492,-27.344,-14.648,16.113
1641303837.541,-128.418,-36.621,-27.832,30.273
1641303837.545,-6.348,-34.180,-34.180,-17.090
1641303837.549,102.051,-39.062,-36.133,-77.637
1641303837.553,53.223,-44.434,-30.273,-48.828
1641303837.557,-95.703,-43.945,-31.738,17.090
1641303837.561,-134.766,-39.551,-32.227,15.625
1641303837.565,-25.391,-46.875,-36.133,-34.180
1641303837.569,98.633,-43.457,-40.527,-88.867
1641303837.573,65.430,-41.992,-35.645,-54.688
1641303837.576,-78.125,-34.180,-19.043,25.391
1641303837.580,-125.488,-28.320,-13.672,34.180
1641303837.584,-33.691,-40.527,-27.344,-13.184
1641303837.588,84.473,-37.109,-32.227,-69.824
1641303837.592,81.055,-26.367,-24.414,-68.359
1641303837.592,-53.223,-28.809,-30.762,0.977
1641303837.596,-134.277,-34.668,-27.344,38.574
1641303837.600,-55.664,-36.621,-21.973,8.301
1641303837.604,91.797,-30.762,-21.973,-47.852
1641303837.608,96.680,-29.297,-20.508,-58.105
1641303837.612,-40.039,-32.227,-29.785,11.230
1641303837.616,-125.977,-30.273,-31.738,56.641
1641303837.619,-65.918,-31.250,-26.367,9.277
1641303837.623,71.777,-36.133,-30.273,-66.895
1641303837.627,106.934,-40.039,-32.715,-73.730
1641303837.631,-14.160,-42.480,-28.320,-3.418
1641303837.635,-115.234,-33.691,-15.137,39.062
1641303837.657,-56.641,-27.832,-15.137,15.137
1641303837.661,75.195,-34.668,-20.996,-47.363
1641303837.665,110.840,-37.109,-20.996,-68.359
1641303837.669,2.441,-30.762,-19.043,-10.254
1641303837.673,-123.535,-35.645,-17.090,42.480
1641303837.677,-104.492,-41.992,-22.461,29.785
1641303837.681,41.016,-37.109,-25.879,-30.273
1641303837.684,112.793,-29.785,-22.461,-69.336
1641303837.688,5.859,-39.062,-26.855,-28.320
1641303837.692,-129.883,-41.504,-37.109,52.246
1641303837.696,-109.863,-34.668,-31.738,37.109
1641303837.700,29.785,-42.480,-28.320,-40.527
1641303837.699,107.910,-51.758,-34.668,-77.148
1641303837.703,30.273,-50.293,-45.898,-27.832
1641303837.707,-101.562,-42.969,-41.504,30.762
1641303837.711,-112.793,-46.387,-34.668,28.809
1641303837.715,15.625,-48.340,-38.086,-18.555
1641303837.719,117.188,-35.156,-34.180,-60.059
1641303837.723,55.176,-30.762,-25.391,-30.762
1641303837.726,-88.379,-42.480,-27.344,25.879
1641303837.730,-121.582,-49.316,-36.621,33.691
1641303837.734,-13.184,-51.758,-37.109,-4.883
1641303837.738,108.887,-39.551,-29.785,-76.172
1641303837.742,78.125,-35.645,-28.809,-69.824
1641303837.745,-76.660,-41.992,-29.297,7.324
1641303837.749,-134.766,-37.109,-24.414,25.879
1641303837.753,-26.367,-31.250,-19.043,-16.113
1641303837.757,88.867,-35.645,-26.367,-83.496
1641303837.761,63.477,-49.316,-35.645,-70.801
1641303837.765,-81.055,-48.340,-25.879,6.348
1641303837.769,-145.508,-39.551,-17.578,21.973
1641303837.772,-53.711,-36.621,-16.602,-6.836
1641303837.776,67.383,-44.434,-21.484,-50.781
1641303837.780,63.965,-40.039,-27.832,-70.312
1641303837.784,-62.988,-25.879,-18.066,-5.859
1641303837.788,-146.973,-35.645,-11.719,32.227
1641303837.787,-78.613,-45.898,-29.785,-1.465
1641303837.791,73.242,-36.133,-39.551,-64.453
1641303837.795,93.750,-36.133,-29.297,-83.008
1641303837.799,-41.504,-41.016,-30.273,-23.438
1641303837.803,-143.066,-41.016,-32.227,17.578
1641303837.807,-82.520,-35.645,-19.043,2.930
1641303837.811,55.664,-36.621,-25.391,-61.035
1641303837.814,95.703,-30.762,-41.016,-85.449
1641303837.818,-13.184,-38.086,-40.039,-6.836
1641303837.822,-128.906,-35.156,-30.273,32.227
1641303837.826,-96.191,-27.344,-24.414,-6.836
1641303837.830,43.457,-33.691,-22.949,-44.922
1641303837.834,103.027,-32.715,-28.320,-74.707
1641303837.838,8.789,-31.250,-31.738,-35.156
1641303837.842,-119.141,-33.691,-25.391,22.949
1641303837.846,-111.328,-38.574,-24.414,17.578
1641303837.850,22.461,-38.574,-26.367,-37.109
1641303837.854,102.539,-40.527,-34.180,-74.219
1641303837.858,29.297,-48.340,-36.133,-22.949
1641303837.861,-104.492,-46.387,-31.738,47.363
1641303837.865,-113.281,-35.156,-27.832,37.109
1641303837.869,19.531,-27.832,-20.996,-26.855
1641303837.873,111.328,-27.344,-11.719,-67.871
1641303837.877,42.480,-37.109,-11.719,-28.320
1641303837.877,-101.562,-34.180,-17.090,38.086
1641303837.881,-127.441,-28.809,-7.324,39.062
1641303837.885,-7.324,-41.504,-9.766,-20.020
1641303837.889,98.633,-41.504,-28.320,-77.148
1641303837.893,56.152,-35.156,-26.855,-42.969
1641303837.897,-88.867,-38.086,-12.695,21.484
1641303837.901,-137.695,-34.180,-17.578,31.250
1641303837.904,-37.109,-38.574,-22.461,3.906
1641303837.908,85.938,-30.762,-18.066,-60.547
1641303837.912,73.730,-24.902,-22.461,-57.617
1641303837.916,-63.965,-35.156,-28.320,16.113
1641303837.920,-128.418,-36.621,-22.461,40.527
1641303837.938,-31.250,-30.273,-16.602,-6.348
1641303837.942,100.586,-29.297,-20.020,-64.453
1641303837.946,88.867,-33.691,-23.926,-52.734
1641303837.950,-54.199,-37.598,-23.926,7.324
1641303837.954,-138.184,-38.574,-24.414,35.645
1641303837.958,-64.453,-34.180,-26.855,4.395
1641303837.962,65.918,-42.480,-33.203,-51.758
1641303837.965,84.961,-39.551,-22.461,-67.383
1641303837.969,-38.574,-33.203,-20.996,-19.531
1641303837.973,-141.602,-40.039,-30.762,27.832
1641303837.977,-89.844,-37.109,-29.785,6.348
1641303837.981,60.547,-25.879,-29.297,-60.059
1641303837.969,102.539,-24.414,-29.297,-72.266
1641303837.973,-18.066,-31.250,-29.297,-10.254
1641303837.977,-129.395,-33.691,-21.973,26.855
1641303837.981,-90.820,-30.762,-13.184,11.719
1641303837.985,49.316,-34.180,-17.090,-31.738
1641303837.989,101.074,-41.504,-34.180,-65.918
1641303837.993,-12.207,-42.969,-38.086,-21.484
1641303837.996,-134.277,-32.227,-20.996,26.855
1641303838.000,-107.910,-24.902,-11.719,12.695
1641303838.004,24.414,-32.715,-19.531,-42.480
1641303838.008,76.172,-35.645,-28.320,-85.449
1641303838.012,-0.977,-24.902,-27.344,-46.875
1641303838.029,-120.117,-28.809,-25.879,15.625
1641303838.033,-129.883,-44.434,-30.762,13.184
1641303838.037,1.465,-44.434,-29.785,-41.504
1641303838.041,94.727,-39.062,-20.508,-81.543
1641303838.045,24.414,-30.273,-15.137,-40.527
1641303838.049,-115.723,-29.297,-31.250,24.902
1641303838.053,-134.766,-30.762,-32.227,35.645
1641303838.056,-3.906,-26.367,-24.902,-27.832
1641303838.060,103.516,-24.902,-24.902,-72.266
1641303838.064,41.992,-28.320,-26.367,-36.133
1641303838.068,-92.773,-34.180,-26.367,21.484
1641303838.072,-123.047,-38.086,-20.508,34.668
1641303838.072,-9.766,-36.133,-16.602,-9.277
1641303838.076,104.004,-34.668,-14.160,-72.266
1641303838.080,74.707,-37.598,-9.277,-56.152
1641303838.084,-68.359,-39.062,-12.695,9.277
1641303838.088,-134.766,-37.598,-17.090,33.203
1641303838.092,-42.480,-41.992,-19.043,-4.883
1641303838.096,81.055,-46.387,-18.066,-74.707
1641303838.099,64.941,-40.527,-20.020,-77.637
1641303838.103,-84.473,-36.133,-26.367,-9.766
1641303838.107,-175.293,-40.527,-17.578,30.762
1641303838.111,-88.867,-38.574,1.953,-15.137
1641303838.115,44.434,-31.738,-6.348,-102.539
1641303838.119,51.758,-21.484,-12.207,-106.934
1641303838.123,-75.684,-16.602,5.859,-40.527
1641303838.127,-190.430,-20.020,6.836,-26.855
1641303838.131,-137.207,-15.137,1.953,-64.941
1641303838.135,3.906,-11.719,-0.977,-124.023
1641303838.139,28.809,-11.719,-13.184,-141.602
1641303838.143,-86.914,5.371,-11.719,-72.266
1641303838.146,-220.703,8.301,0.977,-49.805
1641303838.150,-212.402,-10.742,-3.418,-88.867
1641303838.154,-64.453,-2.930,-2.930,-151.367
1641303838.158,-15.625,6.348,-0.977,-205.078
1641303838.162,-132.812,13.672,0.000,-164.062
1641303838.163,-264.648,28.809,5.371,-111.328
1641303838.167,-261.719,28.809,6.836,-142.578
1641303838.171,-131.348,34.180,6.348,-215.820
1641303838.175,-83.008,37.598,4.883,-272.949
1641303838.179,-195.801,29.785,5.859,-246.094
1641303838.183,-319.336,21.484,9.766,-182.617
1641303838.187,-311.523,23.926,14.160,-181.152
1641303838.190,-189.941,28.320,17.090,-247.070
1641303838.194,-127.441,14.160,18.066,-290.039
1641303838.198,-201.172,4.883,20.996,-252.441
1641303838.202,-313.477,2.930,15.625,-177.246
1641303838.206,-312.012,0.488,10.254,-154.297
1641303838.214,-181.641,6.348,7.324,-210.938
1641303838.218,-83.008,1.953,14.160,-270.996
1641303838.222,-126.465,-7.324,21.973,-226.562
1641303838.226,-245.605,-9.766,17.578,-134.277
1641303838.230,-291.016,-5.859,12.207,-129.395
1641303838.234,-178.711,-13.184,9.766,-171.387
1641303838.238,-49.805,-20.020,3.906,-206.543
1641303838.241,-77.637,-21.973,-1.465,-175.781
1641303838.245,-214.844,-26.367,8.301,-113.281
1641303838.249,-258.301,-23.926,10.742,-88.379
1641303838.253,-139.648,-24.414,5.371,-111.328
1641303838.257,-7.324,-26.367,3.418,-169.922
1641303838.256,-24.902,-28.320,-0.977,-164.551
1641303838.260,-149.414,-28.320,-3.418,-77.148
1641303838.264,-220.215,-19.531,-7.324,-41.504
1641303838.268,-135.742,-19.043,-6.348,-93.262
1641303838.272,3.906,-22.949,-6.836,-160.645
1641303838.276,15.625,-24.902,-14.648,-150.879
1641303838.280,-100.098,-19.043,-15.625,-63.965
1641303838.283,-190.918,-27.832,-12.207,-15.137
1641303838.287,-126.953,-25.879,-1.953,-65.430
1641303838.291,27.344,-21.973,-4.883,-131.348
1641303838.295,61.523,-24.414,-10.254,-124.023
1641303838.299,-67.383,-18.066,-6.836,-64.941
1641303838.299,-184.570,-23.438,-3.418,-32.227
1641303838.303,-137.207,-33.203,0.977,-42.969
1641303838.307,1.465,-31.250,-5.859,-90.820
1641303838.311,59.570,-23.438,-12.695,-118.652
1641303838.315,-33.203,-26.855,-11.719,-66.406
1641303838.319,-160.156,-37.109,-13.672,-12.695
1641303838.323,-146.484,-42.969,-15.137,-17.090
1641303838.326,-3.906,-33.203,-7.324,-69.824
1641303838.330,66.895,-31.738,-1.953,-112.793
1641303838.334,-43.945,-36.133,-11.719,-74.219
1641303838.338,-170.410,-37.109,-17.578,-23.926
1641303838.342,-149.902,-40.527,-19.531,-24.902
1641303838.342,-8.789,-44.434,-17.578,-74.219
1641303838.346,72.266,-36.133,-12.207,-112.305
1641303838.350,-17.578,-30.762,-15.625,-81.055
1641303838.354,-150.879,-38.086,-19.531,-26.855
1641303838.358,-147.461,-40.039,-15.625,-12.207
1641303838.362,-21.973,-41.016,-20.020,-55.664
1641303838.366,69.336,-41.992,-27.832,-94.238
1641303838.369,15.137,-40.039,-20.508,-65.918
1641303838.373,-128.418,-34.668,-17.578,-16.602
1641303838.377,-157.227,-30.273,-22.461,0.488
1641303838.381,-43.457,-27.344,-27.344,-51.758
1641303838.385,59.570,-31.738,-26.855,-124.512
1641303838.403,30.273,-39.062,-31.250,-82.520
1641303838.407,-104.492,-39.062,-28.809,4.883
1641303838.411,-171.875,-30.762,-21.973,-1.465
1641303838.415,-79.102,-29.297,-23.926,-64.453
1641303838.419,42.480,-38.086,-32.715,-107.422
1641303838.423,22.949,-38.086,-40.039,-73.242
1641303838.427,-97.656,-25.391,-40.527,-15.625
1641303838.430,-159.668,-16.113,-36.133,-13.672
1641303838.434,-69.336,-21.484,-33.203,-47.363
1641303838.438,61.035,-28.809,-41.016,-94.238
1641303838.442,62.500,-21.484,-37.109,-94.727
1641303838.446,-78.125,-25.391,-33.691,-49.316
1641303838.449,-176.758,-31.738,-40.527,-32.715
1641303838.453,-93.750,-24.902,-44.434,-61.035
1641303838.457,57.129,-11.719,-41.504,-114.746
1641303838.461,80.566,-15.137,-39.062,-116.211
1641303838.465,-50.293,-23.926,-37.109,-46.387
1641303838.469,-161.133,-31.738,-37.598,-5.859
1641303838.473,-108.887,-33.691,-43.457,-30.762
1641303838.476,48.828,-26.855,-41.504,-83.984
1641303838.480,88.867,-22.461,-40.527,-96.191
1641303838.484,-54.688,-34.668,-41.016,-41.504
1641303838.488,-166.504,-25.879,-33.203,-4.883
1641303838.492,-109.375,-21.973,-31.250,-1.465
1641303838.499,37.598,-33.203,-27.832,-38.086
1641303838.503,87.891,-28.320,-27.832,-68.848
1641303838.507,-20.020,-15.625,-29.297,-35.645
1641303838.511,-136.719,-13.672,-19.531,31.250
1641303838.515,-120.117,-32.227,-22.949,43.457
1641303838.519,12.695,-38.574,-29.785,-32.715
1641303838.523,73.730,-25.879,-26.855,-95.703
1641303838.526,-5.371,-15.625,-25.879,-49.316
1641303838.530,-120.605,-21.484,-23.438,34.668
1641303838.534,-128.418,-22.949,-17.578,34.668
1641303838.538,-27.832,-17.578,-24.414,-50.293
1641303838.542,56.641,-28.809,-33.691,-95.703
1641303838.538,0.977,-34.668,-39.551,-38.574
1641303838.542,-117.676,-19.043,-35.645,27.832
1641303838.546,-142.578,-19.043,-29.297,25.391
1641303838.550,-23.438,-14.160,-25.391,-35.156
1641303838.554,87.402,-12.695,-27.832,-84.961
1641303838.558,41.016,-22.949,-38.086,-54.688
1641303838.562,-78.613,-24.902,-35.156,19.531
1641303838.565,-135.742,-13.672,-31.738,14.160
1641303838.569,-42.480,-15.625,-47.852,-41.504
1641303838.573,98.145,-13.184,-48.828,-98.633
1641303838.577,73.242,-0.977,-42.480,-88.379
1641303838.581,-75.684,1.465,-44.922,-10.254
1641303838.584,-146.484,2.930,-41.504,5.859
1641303838.588,-68.848,6.836,-46.875,-46.387
1641303838.592,51.758,3.418,-57.129,-108.887
1641303838.596,51.270,-11.719,-60.059,-100.098
1641303838.600,-84.961,-15.137,-44.922,-26.855
1641303838.604,-183.105,-17.578,-39.551,-2.930
1641303838.608,-122.070,-31.250,-52.734,-65.918
1641303838.611,9.766,-37.109,-59.570,-127.930
1641303838.615,38.574,-28.809,-53.223,-119.629
1641303838.619,-77.148,-30.762,-49.316,-62.988
1641303838.623,-190.918,-36.133,-47.852,-30.273
1641303838.627,-128.418,-23.438,-41.992,-46.875
1641303838.628,16.113,-19.043,-42.969,-99.121
1641303838.632,52.246,-23.438,-47.363,-119.141
1641303838.636,-69.824,-24.902,-53.223,-76.660
1641303838.640,-180.664,-24.414,-50.293,-27.344
1641303838.644,-132.812,-21.973,-48.340,-37.109
1641303838.648,2.930,-17.090,-49.805,-94.727
1641303838.652,75.195,-11.719,-53.223,-115.723
1641303838.655,-21.973,-26.367,-58.105,-48.828
1641303838.659,-163.574,-25.879,-53.223,-14.160
1641303838.663,-143.066,-18.066,-49.805,-38.574
1641303838.667,2.441,-22.461,-53.223,-86.914
1641303838.671,70.801,-24.902,-54.199,-131.836
1641303838.674,-11.230,-15.625,-51.270,-91.797
1641303838.678,-141.113,-18.555,-51.758,-30.762
1641303838.682,-153.809,-32.227,-52.734,-25.391
1641303838.686,-12.207,-25.879,-54.688,-74.707
1641303838.690,90.820,-19.531,-49.805,-127.441
1641303838.694,21.973,-36.621,-40.527,-77.148
1641303838.698,-123.047,-42.969,-47.363,6.836
1641303838.701,-142.578,-19.043,-41.992,16.602
1641303838.705,-4.883,-15.137,-37.109,-27.832
1641303838.709,94.238,-24.902,-38.086,-69.824
1641303838.713,33.203,-22.949,-30.273,-42.969
1641303838.717,-109.863,-26.367,-28.320,17.578
1641303838.718,-147.461,-31.738,-30.273,26.855
1641303838.722,-28.809,-34.668,-33.203,-7.812
1641303838.726,92.773,-37.109,-29.297,-46.387
1641303838.730,65.918,-29.297,-18.066,-33.203
1641303838.734,-75.684,-22.461,-10.742,25.391
1641303838.738,-152.344,-34.180,-12.207,36.133
1641303838.742,-60.547,-40.039,-24.414,-5.859
1641303838.745,78.613,-35.645,-29.785,-69.336
1641303838.749,74.219,-42.480,-25.391,-65.918
1641303838.753,-56.152,-43.945,-28.320,15.625
1641303838.757,-136.230,-35.645,-29.297,30.762
1641303838.761,-57.617,-29.297,-20.020,-3.418
1641303838.779,77.637,-39.062,-18.066,-50.781
1641303838.783,86.426,-49.805,-41.992,-72.266
1641303838.787,-40.039,-44.434,-43.945,-10.254
1641303838.791,-130.371,-41.504,-24.902,41.016
1641303838.795,-55.664,-34.668,-26.855,17.578
1641303838.799,70.801,-40.527,-32.227,-46.387
1641303838.803,85.938,-46.875,-23.438,-75.684
